X;Y;Unique Squirrel ID;Hectare;Shift;Date;Hectare Squirrel Number;Age;Primary Fur Color;Highlight Fur Color;Combination of Primary and Highlight Color;Color notes;Location;Above Ground Sighter Measurement;Specific Location;Running;Chasing;Climbing;Eating;Foraging;Other Activities;Kuks;Quaas;Moans;Tail flags;Tail twitches;Approaches;Indifferent;Runs from;Other Interactions;Lat/Long
-739.719.038.949.487;407.703.533.492.482;7G-AM-1010-05;07G;AM;10102018;5;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9719038949487 40.7703533492482)
-739.619.016.393.127;407.925.160.126.921;33B-PM-1010-06;33B;PM;10102018;6;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9619016393127 40.7925160126921)
-739.612.352.611.518;407.944.813.634.744;35B-AM-1010-02;35B;AM;10102018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;landscaped area;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9612352611518 40.7944813634744)
-739.766.195.697.096;407.661.907.261.547;1F-AM-1010-04;01F;AM;10102018;4;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9766195697096 40.7661907261547)
-739.703.571.491.616;407.678.515.625.131;5I-AM-1010-06;05I;AM;10102018;6;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9703571491616 40.7678515625131)
-739.714.744.574.918;407.736.266.158.925;10E-AM-1010-01;10E;AM;10102018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9714744574918 40.7736266158925)
-739.613.127.978.423;407.929.321.504.568;33B-AM-1010-04;33B;AM;10102018;4;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9613127978423 40.7929321504568)
-739.708.640.291.801;407.781.721.063.527;15C-AM-1010-01;15C;AM;10102018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9708640291801 40.7781721063527)
-739.559.663.734.409;407.945.828.261.377;37F-AM-1010-01;37F;AM;10102018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;4;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9559663734409 40.7945828261377)
-739.721.064.150.173;407.667.053.821.991;3I-AM-1010-01;03I;AM;10102018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9721064150173 40.7667053821991)
-739.810.149.147.578;407.683.925.377.714;2A-AM-1010-03;02A;AM;10102018;3;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;1;on trunk;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9810149147578 40.7683925377714)
-73.978.199.543.688;407.695.660.563.362;4C-PM-1010-17;04C;PM;10102018;17;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;climbed up tree;TRUE;FALSE;TRUE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;POINT (-73.978199543688 40.7695660563362)
-739.735.753.352.129;407.687.061.447.032;5G-PM-1010-04;05G;PM;10102018;4;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9735753352129 40.7687061447032)
-739.765.386.965.371;40.766.371.971.273;1F-AM-1010-02;01F;AM;10102018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9765386965371 40.766371971273)
-739.789.971.286.844;407.707.024.146.365;5A-PM-1010-04;05A;PM;10102018;4;Adult;Cinnamon;White;Cinnamon+White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9789971286844 40.7707024146365)
-739.642.988.690.682;407.795.591.281.979;19H-AM-1010-04;19H;AM;10102018;4;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;runs from human w/ dog;POINT (-73.9642988690682 40.7795591281979)
-739.765.877.920.583;407.660.946.071.574;1F-AM-1010-04;01F;AM;10102018;4;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9765877920583 40.7660946071574)
-739.734.605.176.646;407.686.218.881.386;5G-PM-1010-02;05G;PM;10102018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9734605176646 40.7686218881386)
-739.771.800.098.131;407.708.863.131.336;5C-PM-1010-03;05C;PM;10102018;3;Adult;Cinnamon;White;Cinnamon+White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9771800098131 40.7708863131336)
-739.770.439.076.963;407.685.720.141.731;3D-PM-1010-13;03D;PM;10102018;13;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9770439076963 40.7685720141731)
-739.690.080.105.286;407.710.230.515.054;9I-PM-1010-03;09I;PM;10102018;3;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;POINT (-73.9690080105286 40.7710230515054)
-739.776.151.109.912;407.694.681.558.386;4C-PM-1010-09;04C;PM;10102018;9;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;FALSE;TRUE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9776151109912 40.7694681558386)
-739.788.304.714.091;407.696.373.635.315;4B-AM-1010-06;04B;AM;10102018;6;Adult;Gray;;Gray+;;Above Ground;12;;TRUE;FALSE;FALSE;FALSE;FALSE;running from squirrel #5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9788304714091 40.7696373635315)
-739.775.445.441.194;407.697.096.533.728;4C-PM-1010-13;04C;PM;10102018;13;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9775445441194 40.7697096533728)
-739.771.009.024.581;407.688.793.288.864;3D-PM-1010-06;03D;PM;10102018;6;Adult;Cinnamon;White;Cinnamon+White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9771009024581 40.7688793288864)
-739.801.636.400.744;407.690.192.055.926;2A-AM-1010-09;02A;AM;10102018;9;Adult;Gray;White;Gray+White;;Above Ground;;climbing in bush;FALSE;FALSE;TRUE;FALSE;FALSE;hopping & flipping around. this one was very energetic & jumping aorund;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;climbed a foot up a tree and watched me;POINT (-73.9801636400744 40.7690192055926)
-739.791.217.510.656;407.676.583.475.394;2C-AM-1010-05;02C;AM;10102018;5;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;right at the base of the same tree as #3;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9791217510656 40.7676583475394)
-739.588.339.897.601;407.848.084.865.431;26I-PM-1010-06;26I;PM;10102018;6;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;35;tree;FALSE;FALSE;TRUE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9588339897601 40.7848084865431)
-739.632.238.528.617;407.920.328.991.252;32B-PM-1010-02;32B;PM;10102018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9632238528617 40.7920328991252)
-739.768.096.953.647;407.708.185.213.129;5C-PM-1010-08;05C;PM;10102018;8;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9768096953647 40.7708185213129)
-739.681.960.138.614;407.726.867.422.002;11H-AM-1010-02;11H;AM;10102018;2;;Cinnamon;Gray;Cinnamon+Gray;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9681960138614 40.7726867422002)
-739.752.915.601.718;407.739.329.570.033;9B-AM-1010-04;09B;AM;10102018;4;;;;+;;Above Ground;10;;TRUE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9752915601718 40.7739329570033)
-73.956.289.117.157;407.953.393.993.803;38E-AM-1010-11;38E;AM;10102018;11;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;edge of the stream;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.956289117157 40.7953393993803)
-739.769.885.189.342;407.708.936.173.356;5C-PM-1010-06;05C;PM;10102018;6;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9769885189342 40.7708936173356)
-739.761.799.699.276;40.774.213.409.933;9B-AM-1010-07;09B;AM;10102018;7;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9761799699276 40.774213409933)
-739.700.634.278;407.784.223.722.453;16D-PM-1010-07;16D;PM;10102018;7;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9700634278 40.7784223722453)
-739.752.673.884.392;407.662.642.413.761;2G-AM-1010-04;02G;AM;10102018;4;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9752673884392 40.7662642413761)
-739.576.913.492.669;407.994.216.061.391;41B-AM-1010-11;41B;AM;10102018;11;Adult;Gray;Cinnamon;Gray+Cinnamon;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;eating a mushroom!;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9576913492669 40.7994216061391)
-739.682.627.382.073;407.730.766.743.452;11H-AM-1010-09;11H;AM;10102018;9;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9682627382073 40.7730766743452)
-739.618.213.644.671;407.927.648.819.738;33B-AM-1010-02;33B;AM;10102018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.96182136446711 40.7927648819738)
-739.809.342.290.598;407.687.265.606.227;2A-AM-1010-05;02A;AM;10102018;5;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;base of tree with ~ 30 small birds all eating;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;;POINT (-73.9809342290598 40.7687265606227)
-739.750.618.008.099;407.737.521.167.094;9B-AM-1010-05;09B;AM;10102018;5;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9750618008099 40.7737521167094)
-739.546.616.782.922;40.790.974.533.739;34I-PM-1010-05;34I;PM;10102018;5;Adult;Gray;;Gray+;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9546616782922 40.790974533739)
-739.771.646.835.311;407.693.049.165.084;4C-PM-1010-05;04C;PM;10102018;5;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9771646835311 40.7693049165084)
-73.979.734.151.564;407.682.150.214.703;2B-AM-1010-06;02B;AM;10102018;6;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.979734151564 40.7682150214703)
-73.970.595.860.252;407.832.060.751.268;20A-AM-1010-01;20A;AM;10102018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;10;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.970595860252 40.7832060751268)
-739.632.164.738.341;407.921.270.121.312;32B-PM-1010-03;32B;PM;10102018;3;Adult;Cinnamon;Gray;Cinnamon+Gray;;Above Ground;15;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9632164738341 40.7921270121312)
-739.722.053.355.548;407.662.094.993.614;3I-AM-1010-03;03I;AM;10102018;3;Adult;Gray;;Gray+;;Above Ground;50;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9722053355548 40.7662094993614)
-739.680.204.438.195;407.743.882.322.654;13H-PM-1010-08;13H;PM;10102018;8;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9680204438195 40.77438823226541)
-73.974.515.099.169;407.700.650.799.886;6E-PM-1010-03;06E;PM;10102018;3;Adult;Cinnamon;White;Cinnamon+White;white back legs;Ground Plane;FALSE;small open area but w/ 7 large oak trees;FALSE;TRUE;FALSE;TRUE;FALSE;chasing #4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.974515099169 40.770065079988605)
-739.654.741.695.628;407.890.427.851.106;28B-PM-1010-01;28B;PM;10102018;1;Adult;Gray;White;Gray+White;;Above Ground;10;in a tree;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9654741695628 40.7890427851106)
-739.747.313.152.152;407.653.888.351.839;1G-PM-1010-03;01G;PM;10102018;3;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9747313152152 40.7653888351839)
-739.722.530.826.293;407.667.138.028.361;3I-AM-1010-05;03I;AM;10102018;5;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9722530826293 40.7667138028361)
-739.687.020.800.791;407.735.903.424.522;11H-AM-1010-08;11H;AM;10102018;8;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;POINT (-73.9687020800791 40.7735903424522)
-739.587.236.619.579;407.991.850.180.434;40A-AM-1010-02;40A;AM;10102018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;edge of park at 108th West;TRUE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9587236619579 40.7991850180434)
-739.619.019.299.709;407.924.476.439.693;33B-PM-1010-05;33B;PM;10102018;5;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9619019299709 40.7924476439693)
-739.724.083.320.538;407.744.163.768.061;11D-AM-1010-08;11D;AM;10102018;8;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;drinking;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9724083320538 40.7744163768061)
-739.580.681.648.547;407.992.010.012.653;41B-AM-1010-01;41B;AM;10102018;1;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9580681648547 40.7992010012653)
-739.617.207.091.245;407.922.839.025.935;33B-AM-1010-01;33B;AM;10102018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;digging;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9617207091245 40.7922839025935)
-73.972.415.182.837;40.773.080.463.452;10E-AM-1010-02;10E;AM;10102018;2;Adult;Black;Gray;Black+Gray;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.972415182837 40.773080463452)
-739.744.390.217.386;407.663.168.362.582;2G-AM-1010-02;02G;AM;10102018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9744390217386 40.7663168362582)
-739.759.163.300.535;407.736.180.793.606;9B-AM-1010-08;09B;AM;10102018;8;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;Cinnamon head, White (Almost Silver);Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9759163300535 40.7736180793606)
-739.639.941.227.864;407.899.152.327.912;29B-PM-1010-02;29B;PM;10102018;2;;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9639941227864 40.7899152327912)
-739.768.674.812.942;407.735.232.648.872;8B-PM-1012-02;08B;PM;10122018;2;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;hiding in bushes;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9768674812942 40.7735232648872)
-739.541.453.465.817;407.982.162.223.764;42E-PM-1012-06;42E;PM;10122018;6;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9541453465817 40.79821622237641)
-739.651.601.541.795;407.761.841.788.025;15I-PM-1012-07;15I;PM;10122018;7;Adult;Cinnamon;;Cinnamon+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9651601541795 40.7761841788025)
-739.724.063.986.771;407.705.711.897.977;7F-PM-1012-01;07F;PM;10122018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9724063986771 40.7705711897977)
-73.969.058.856.545;407.766.356.226.979;14F-PM-1012-06;14F;PM;10122018;6;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.969058856545 40.7766356226979)
-739.646.901.432.328;40.775.995.869.679;15I-PM-1012-03;15I;PM;10122018;3;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9646901432328 40.775995869679)
-739.564.724.104.048;407.936.055.508.162;36F-PM-1012-04;36F;PM;10122018;4;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9564724104048 40.7936055508162)
-739.665.709.146.738;407.839.384.318.554;22D-PM-1012-04;22D;PM;10122018;4;Adult;Gray;Black, White;Gray+Black, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9665709146738 40.7839384318554)
-73.972.416.242.971;407.714.260.236.636;8F-PM-1012-04;08F;PM;10122018;4;Adult;Gray;;Gray+;;Above Ground;6;;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.972416242971 40.7714260236636)
-739.779.805.668.091;407.680.931.566.797;2D-PM-1012-02;02D;PM;10122018;2;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9779805668091 40.7680931566797)
-739.800.669.115.792;407.676.825.134.384;1B-AM-1012-07;01B;AM;10122018;7;Adult;Cinnamon;;Cinnamon+;;Above Ground;2;on tree trunk;FALSE;TRUE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9800669115792 40.7676825134384)
-739.754.742.295.091;407.696.998.327.247;5E-PM-1012-02;05E;PM;10122018;2;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9754742295091 40.7696998327247)
-739.767.191.629.692;407.730.786.298.701;8B-PM-1012-03;08B;PM;10122018;3;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9767191629692 40.7730786298701)
-739.691.433.356.733;407.731.708.333.242;11G-AM-1012-01;11G;AM;10122018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9691433356733 40.77317083332421)
-739.587.879.699.956;407.908.135.158.551;32F-AM-1012-01;32F;AM;10122018;1;;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;made a back-door escape from dog off-leash;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9587879699956 40.7908135158551)
-739.630.990.823.243;407.885.764.284.016;28D-AM-1012-02;28D;AM;10122018;2;Adult;Black;;Black+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9630990823243 40.7885764284016)
-739.652.357.279.671;407.819.296.887.147;21E-PM-1012-02;21E;PM;10122018;2;Adult;Gray;Black, Cinnamon, White;Gray+Black, Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9652357279671 40.7819296887147)
-739.744.960.829.844;407.652.585.501.959;1H-AM-1012-01;01H;AM;10122018;1;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;first approaches then runs from - he was less than 1 yd. away from me.;POINT (-73.9744960829844 40.7652585501959)
