X;Y;Unique Squirrel ID;Hectare;Shift;Date;Hectare Squirrel Number;Age;Primary Fur Color;Highlight Fur Color;Combination of Primary and Highlight Color;Color notes;Location;Above Ground Sighter Measurement;Specific Location;Running;Chasing;Climbing;Eating;Foraging;Other Activities;Kuks;Quaas;Moans;Tail flags;Tail twitches;Approaches;Indifferent;Runs from;Other Interactions;Lat/Long
-739.674.285.955.293;407.829.723.919.744;21C-PM-1006-01;21C;PM;10062018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9674285955293 40.7829723919744)
-739.706.105.896.967;407.698.124.821.507;7H-AM-1006-05;07H;AM;10062018;5;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;10;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9706105896967 40.7698124821507)
-739.738.033.257.473;407.711.846.894.166;7E-AM-1006-02;07E;AM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;under a tree;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9738033257473 40.7711846894166)
-739.568.802.149.818;407.972.399.133.816;39C-PM-1006-01;39C;PM;10062018;1;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9568802149818 40.7972399133816)
-739.576.245.992.455;407.873.862.510.001;29H-PM-1006-01;29H;PM;10062018;1;Adult;Gray;;Gray+;;Above Ground;50;;FALSE;FALSE;TRUE;FALSE;FALSE;sitting;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9576245992455 40.7873862510001)
-73.964.474.836.001;407.883.840.104.749;28C-PM-1006-01;28C;PM;10062018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;gathering acorns;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;gnd to tree;POINT (-73.964474836001 40.7883840104749)
-739.787.180.870.736;407.715.877.863.274;5A-AM-1006-05;05A;AM;10062018;5;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;near 65th St arch;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9787180870736 40.7715877863274)
-739.565.905.868.276;407.895.654.068.546;32H-PM-1006-01;32H;PM;10062018;1;;Gray;;Gray+;;Above Ground;;in the European Beech;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9565905868276 40.7895654068546)
-739.708.549.670.788;407.699.587.019.058;7H-PM-1006-04;07H;PM;10062018;4;Adult;Gray;;Gray+;;Above Ground;12;on tree knob;FALSE;FALSE;FALSE;FALSE;FALSE;sitting;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9708549670788 40.7699587019058)
-739.761.592.532.482;407.747.213.585.387;10A-AM-1006-04;10A;AM;10062018;4;Juvenile;Gray;;Gray+;;Above Ground;10;tree near large rock on Bridle Path;FALSE;FALSE;FALSE;FALSE;FALSE;walking on branch;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9761592532482 40.7747213585387)
-739.764.036.522.984;407.705.846.185.121;5C-AM-1006-05;05C;AM;10062018;5;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9764036522984 40.7705846185121)
-739.570.437.717.691;407.948.509.408.039;37E-PM-1006-03;37E;PM;10062018;3;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;me;POINT (-73.9570437717691 40.794850940803904)
-739.755.560.786.227;407.662.992.317.575;2F-AM-1006-05;02F;AM;10062018;5;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;curious but shy;POINT (-73.9755560786227 40.7662992317575)
-739.664.711.607.022;40.787.896.428.768;26A-PM-1006-06;26A;PM;10062018;6;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;Tree 90th left 90th & 89;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;studying us looking for food;POINT (-73.9664711607022 40.787896428768)
-739.575.943.815.564;407.933.755.266.787;35E-PM-1006-07;35E;PM;10062018;7;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;POINT (-73.9575943815564 40.7933755266787)
-739.782.417.115.139;407.724.665.036.447;7A-AM-1006-01;07A;AM;10062018;1;Adult;Gray;White;Gray+White;;Above Ground;10;in tree;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;looked at us;POINT (-73.9782417115139 40.7724665036447)
-739.576.589.997.493;407.972.751.877.447;39C-PM-1006-02;39C;PM;10062018;2;Adult;Gray;;Gray+;;Above Ground;50;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;unaware of;POINT (-73.95765899974931 40.7972751877447)
-739.756.015.005.821;407.670.090.327.736;2F-AM-1006-01;02F;AM;10062018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;walking along path;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.97560150058212 40.7670090327736)
-73.957.219.204.335;407.931.529.059.779;35E-PM-1006-01;35E;PM;10062018;1;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;looking/begging for food;POINT (-73.957219204335 40.7931529059779)
-739.748.706.415.584;407.744.174.965.072;10B-AM-1006-02;10B;AM;10062018;2;Juvenile;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;;High in a tree;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9748706415584 40.7744174965072)
-739.613.780.522.542;40.790.786.197.111;31D-PM-1006-04;31D;PM;10062018;4;Adult;Gray;;Gray+;;Above Ground;30;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9613780522542 40.790786197111)
-739.735.489.537.928;407.681.257.911.523;4G-AM-1006-02;04G;AM;10062018;2;;Gray;White;Gray+White;;Above Ground;12;tree;FALSE;FALSE;FALSE;FALSE;FALSE;sitting in tree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9735489537928 40.7681257911523)
-739.771.614.686.616;407.709.677.983.247;5C-AM-1006-02;05C;AM;10062018;2;Adult;Cinnamon;White;Cinnamon+White;;Above Ground;10;;TRUE;FALSE;TRUE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9771614686616 40.7709677983247)
-739.770.824.412.252;407.709.961.309.457;5C-AM-1006-03;05C;AM;10062018;3;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;15;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.97708244122522 40.7709961309457)
-739.772.576.561.244;407.679.895.093.963;3D-AM-1006-08;03D;AM;10062018;8;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;approaches (food stand);POINT (-73.9772576561244 40.7679895093963)
-739.737.091.707.831;407.713.732.567.512;7E-AM-1006-03;07E;AM;10062018;3;Adult;Gray;;Gray+;;Ground Plane;FALSE;under a tree;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9737091707831 40.7713732567512)
-73.963.842.266.151;407.887.340.867.773;28C-PM-1006-02;28C;PM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;Near rock;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;dog;POINT (-73.963842266151 40.7887340867773)
-739.731.498.064.872;407.659.963.196.581;2H-AM-1006-02;02H;AM;10062018;2;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;TRUE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9731498064872 40.7659963196581)
-739.568.343.093.228;407.949.401.350.882;37E-PM-1006-04;37E;PM;10062018;4;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;doesn't see me;POINT (-73.9568343093228 40.7949401350882)
-739.762.246.600.197;40.775.164.077.652;10A-AM-1006-03;10A;AM;10062018;3;Juvenile;Cinnamon;;Cinnamon+;;Ground Plane;FALSE;Bridle Path lawn;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9762246600197 40.775164077652)
-739.773.317.054.464;407.684.035.996.758;3D-AM-1006-03;03D;AM;10062018;3;Juvenile;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;on top [of] a big rock/boulder in the area;TRUE;FALSE;TRUE;FALSE;FALSE;climbing (rock);FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;approaches (slightly),wary of humans;POINT (-73.9773317054464 40.76840359967581)
-73.978.436.117.932;407.724.769.242.403;6A-AM-1006-06;06A;AM;10062018;6;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Above Ground;15;tree;FALSE;FALSE;TRUE;FALSE;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.978436117932 40.7724769242403)
-739.712.876.234.172;407.695.885.530.701;7H-PM-1006-02;07H;PM;10062018;2;Adult;Gray;;Gray+;;Above Ground;25;tree;TRUE;FALSE;TRUE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9712876234172 40.7695885530701)
-739.560.679.864.426;407.947.887.062.326;37E-PM-1006-06;37E;PM;10062018;6;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9560679864426 40.7947887062326)
-73.957.342.596.188;407.944.359.654.227;37E-PM-1006-09;37E;PM;10062018;9;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;moseying;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;POINT (-73.957342596188 40.7944359654227)
-739.578.779.556.574;407.934.116.539.732;35E-PM-1006-06;35E;PM;10062018;6;Adult;Gray;;Gray+;;Above Ground;;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9578779556574 40.7934116539732)
-73.960.601.067.176;407.917.243.850.136;32D-PM-1006-09;32D;PM;10062018;9;Juvenile;Gray;Black, Cinnamon, White;Gray+Black, Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;POINT (-73.960601067176 40.7917243850136)
-739.546.042.927.016;407.898.133.734.952;33I-PM-1006-07;33I;PM;10062018;7;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9546042927016 40.7898133734952)
-739.699.843.570.636;407.729.480.440.312;10G-AM-1006-01;10G;AM;10062018;1;Adult;Gray;;Gray+;;Above Ground;80;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.96998435706361 40.7729480440312)
-7.395.448.101.115;407.954.469.678.857;39F-PM-1006-03;39F;PM;10062018;3;Adult;Gray;White;Gray+White;;Above Ground;15;lower branch of tree;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;ran up tree when approached;POINT (-73.95448101115 40.7954469678857)
-739.667.560.049.684;407.882.333.830.729;27A-PM-1006-01;27A;PM;10062018;1;Juvenile;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;;on a tree;FALSE;FALSE;FALSE;TRUE;TRUE;walking up & down branches;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9667560049684 40.7882333830729)
-739.782.351.435.852;407.715.896.672.335;6A-AM-1006-03;06A;AM;10062018;3;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Above Ground;30;tree;FALSE;TRUE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9782351435852 40.7715896672335)
-73.970.540.988.328;407.698.103.067.062;7H-AM-1006-06;07H;AM;10062018;6;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;12;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.970540988328 40.7698103067062)
-739.672.054.610.151;407.876.519.923.501;26A-PM-1006-05;26A;PM;10062018;5;Adult;Gray;;Gray+;;Above Ground;40;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9672054610151 40.7876519923501)
-739.571.407.991.577;407.931.917.396.406;35E-PM-1006-02;35E;PM;10062018;2;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;begging for food;POINT (-73.9571407991577 40.7931917396406)
-739.704.862.864.304;407.739.583.111.676;11F-PM-1006-02;11F;PM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9704862864304 40.7739583111676)
-739.781.303.869.038;407.725.000.348.875;7A-AM-1006-02;07A;AM;10062018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;8;in tree;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9781303869038 40.7725000348875)
-739.606.817.053.484;407.917.320.450.401;32D-PM-1006-07;32D;PM;10062018;7;Adult;Gray;Black, Cinnamon, White;Gray+Black, Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9606817053484 40.7917320450401)
-73.959.709.414.696;407.919.745.085.986;33D-PM-1006-03;33D;PM;10062018;3;;Black;;Black+;;Above Ground;15;;TRUE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;ran up tree;POINT (-73.959709414696 40.7919745085986)
-739.565.686.300.382;40.797.592.846.003;40C-PM-1006-03;40C;PM;10062018;3;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9565686300382 40.797592846003)
-739.786.603.147.149;407.671.937.837.017;1D-AM-1006-09;01D;AM;10062018;9;Adult;Cinnamon;White;Cinnamon+White;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9786603147149 40.7671937837017)
-739.669.366.401.071;407.836.023.897.982;22C-PM-1006-09;22C;PM;10062018;9;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.96693664010711 40.7836023897982)
-739.573.604.880.421;407.930.844.158.021;35E-PM-1006-03;35E;PM;10062018;3;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9573604880421 40.7930844158021)
-739.777.328.709.928;407.669.087.724.668;1D-AM-1006-02;01D;AM;10062018;2;Juvenile;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;POINT (-73.9777328709928 40.7669087724668)
-739.702.963.056.917;407.697.928.730.791;7H-AM-1006-11;07H;AM;10062018;11;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;POINT (-73.9702963056917 40.7697928730791)
-739.701.335.162.984;407.722.051.011.357;10G-AM-1006-10;10G;AM;10062018;10;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9701335162984 40.7722051011357)
-739.753.140.640.445;407.734.037.805.101;9C-AM-1006-02;09C;AM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9753140640445 40.7734037805101)
-73.959.514.034.869;40.789.911.786.416;31E-PM-1006-02;31E;PM;10062018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;under bushes;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.959514034869 40.789911786416)
-739.752.793.195.744;407.733.960.128.931;9C-AM-1006-03;09C;AM;10062018;3;Adult;Cinnamon;;Cinnamon+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9752793195744 40.7733960128931)
-739.547.878.025.303;407.899.151.873.467;33I-PM-1006-05;33I;PM;10062018;5;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9547878025303 40.7899151873467)
-739.707.215.394.887;407.727.508.149.058;10G-AM-1006-05;10G;AM;10062018;5;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;TRUE;FALSE;FALSE;FALSE;chasing (#6);TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9707215394887 40.7727508149058)
-739.702.721.244.652;407.701.011.774.207;7H-AM-1006-15;07H;AM;10062018;15;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9702721244652 40.7701011774207)
-739.690.968.160.819;40.769.923.269.444;8I-AM-1006-08;08I;AM;10062018;8;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;6;tree;FALSE;FALSE;FALSE;FALSE;FALSE;;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not backing down;POINT (-73.9690968160819 40.769923269444)
-739.569.403.365.847;407.956.599.608.798;38D-PM-1006-01;38D;PM;10062018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;didn't see me or others;POINT (-73.9569403365847 40.7956599608798)
-73.971.213.385.696;40.769.872.094.337;7H-AM-1006-04;07H;AM;10062018;4;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.97121338569602 40.769872094337)
-739.776.854.797.916;407.683.102.295.663;3D-AM-1006-04;03D;AM;10062018;4;Adult;Cinnamon;Gray;Cinnamon+Gray;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;runs from (boy on bike);POINT (-73.9776854797916 40.7683102295663)
-739.568.305.513.017;407.974.086.631.267;40C-PM-1006-05;40C;PM;10062018;5;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9568305513017 40.7974086631267)
-739.598.340.783.572;407.915.857.030.295;33D-PM-1006-02;33D;PM;10062018;2;;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;15;;FALSE;TRUE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.95983407835722 40.7915857030295)
-739.533.476.020.736;407.933.003.544.685;37H-PM-1006-02;37H;PM;10062018;2;Adult;Gray;Cinnamon;Gray+Cinnamon;;Ground Plane;FALSE;tree;TRUE;FALSE;TRUE;FALSE;TRUE;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;dogs;POINT (-73.9533476020736 40.7933003544685)
-739.746.918.762.076;407.655.231.883.678;1G-AM-1006-02;01G;AM;10062018;2;Juvenile;Gray;White;Gray+White;;Above Ground;30;;FALSE;FALSE;TRUE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9746918762076 40.7655231883678)
-739.647.284.206.644;407.839.611.840.884;23E-PM-1006-01;23E;PM;10062018;1;Adult;Gray;Cinnamon;Gray+Cinnamon;;Above Ground;;on a tree;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9647284206644 40.7839611840884)
-739.746.802.194.012;407.731.347.452.245;9C-PM-1006-01;09C;PM;10062018;1;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9746802194012 40.7731347452245)
-739.547.423.290.276;407.899.702.628.835;33I-PM-1006-09;33I;PM;10062018;9;Adult;Black;;Black+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;POINT (-73.9547423290276 40.7899702628835)
-739.714.465.493.257;407.772.135.587.308;14C-PM-1006-02;14C;PM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;POINT (-73.9714465493257 40.7772135587308)
-739.570.086.212.285;407.946.679.755.816;37E-PM-1006-08;37E;PM;10062018;8;Adult;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.95700862122851 40.7946679755816)
-739.709.040.623.777;407.701.163.892.686;7H-PM-1006-03;07H;PM;10062018;3;Adult;Gray;;Gray+;;Above Ground;8;tree;TRUE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9709040623777 40.7701163892686)
-739.745.227.769.788;407.673.618.284.782;3F-AM-1006-09;03F;AM;10062018;9;Juvenile;Gray;Cinnamon, White;Gray+Cinnamon, White;;Ground Plane;FALSE;in grass by light post;FALSE;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;POINT (-73.9745227769788 40.76736182847821)
-739.671.306.431.211;407.838.870.159.057;22C-PM-1006-05;22C;PM;10062018;5;Juvenile;Gray;;Gray+;;Ground Plane;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9671306431211 40.783887015905705)
-7.397.826.438.139;407.717.086.090.782;6A-AM-1006-04;06A;AM;10062018;4;Adult;Gray;White;Gray+White;;Ground Plane;FALSE;;FALSE;TRUE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;curious;POINT (-73.97826438139 40.7717086090782)
-739.558.589.529.608;407.892.400.394.941;32H-PM-1006-02;32H;PM;10062018;2;;Gray;;Gray+;;Above Ground;8;;FALSE;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;POINT (-73.9558589529608 40.7892400394941)
-739.570.056.123.953;407.878.756.067.582;30I-PM-1006-02;30I;PM;10062018;2;Adult;Gray;;Gray+;;Ground Plane;FALSE;;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;POINT (-73.9570056123953 40.7878756067582)
