Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
36A,PM,10132018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
08C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
06A,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
41E,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31D,AM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
36B,AM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,False,False
03A,AM,10122018,Juvenile,Gray,False,False,True,False,False,False,False,False,True,False,False,True
34D,AM,10082018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
41B,AM,10102018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
39F,AM,10142018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
39C,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
37F,PM,10142018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
21A,AM,10192018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
34I,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
16C,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
31E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
36D,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,True,False
23B,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
12B,PM,10182018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,True
10G,PM,10172018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
14D,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
35G,PM,10062018,Adult,Black,True,False,True,False,False,False,False,False,True,False,False,True
09I,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
35A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
39A,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
09C,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
17I,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,True,False
14D,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,False,False
17I,PM,10172018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
41C,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
39B,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
42A,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,True,False,True,False
02E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
14F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08D,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
22F,AM,10072018,Adult,Cinnamon,False,False,True,True,False,False,False,False,False,True,False,False
36I,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
34B,AM,10132018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,True,False,True
36I,AM,10172018,Adult,Gray,False,True,False,False,True,True,False,False,True,False,True,False
32G,PM,10132018,Juvenile,Black,False,False,False,False,True,False,False,False,False,False,True,False
02A,PM,10192018,Adult,Gray,False,False,False,False,False,False,False,True,False,False,False,True
35D,PM,10132018,Juvenile,Gray,False,False,True,False,False,False,False,False,True,False,True,False
08G,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
29C,AM,10072018,Adult,Black,True,False,True,False,False,False,True,False,False,False,False,True
36B,PM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,True,True,False,True
17B,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
37H,PM,10062018,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
30C,AM,10142018,Adult,Gray,True,False,False,False,True,False,False,False,True,False,True,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
18C,PM,10182018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
11C,PM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
02B,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
09A,AM,10132018,Adult,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
07E,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,False
33A,PM,10182018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
07G,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
39B,PM,10142018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
34H,PM,10062018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,False
07B,AM,10082018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
36C,PM,10132018,Adult,Gray,False,True,False,True,True,False,False,False,True,False,True,False
14E,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
02E,AM,10102018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
26A,PM,10062018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,False,False
09F,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
02F,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
08E,PM,10082018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
36F,PM,10122018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08D,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04B,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,True,False,False
40D,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
16E,PM,10182018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,True,False
02F,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
32A,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,True,False,False,False,True
15G,PM,10192018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
11I,PM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,False
15H,PM,10082018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,True
31D,AM,10142018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,True
22I,AM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
02B,AM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
17F,AM,10072018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
06A,AM,10062018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,True,False
06D,AM,10082018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,False,False
06F,PM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
37G,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
02C,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
31B,AM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
12F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
20B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
07G,AM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
36I,PM,10072018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
11A,PM,10132018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,False,False
27A,AM,10082018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,True
32F,AM,10122018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
26I,PM,10102018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
21D,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
08H,AM,10172018,Adult,Gray,False,True,False,True,True,False,False,False,False,False,True,False
36D,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
42G,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,True
12H,PM,10072018,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
03E,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,True
09A,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38E,AM,10102018,Adult,Gray,True,False,True,False,False,False,False,True,False,False,False,True
11H,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,False
11H,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
30B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
41B,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
09H,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
10F,PM,10192018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,True,False
32G,AM,10102018,Adult,Gray,False,False,True,True,False,False,False,False,True,False,False,True
35D,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True
25I,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
37A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
17F,AM,10072018,Juvenile,Cinnamon,True,False,False,True,False,False,False,True,False,False,True,False
10D,AM,10082018,Adult,Gray,False,False,False,False,True,True,False,False,True,False,False,True
32B,AM,10172018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
06A,PM,10122018,Adult,Cinnamon,False,False,True,False,True,False,False,False,False,False,False,False
13C,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
33B,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
01E,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
22C,PM,10062018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
24A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
09G,PM,10072018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,False,True,False
09H,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
14E,PM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
13D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
14E,AM,10082018,Adult,Gray,True,True,False,False,True,False,False,False,False,False,False,True
40G,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
08A,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
07E,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
37H,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
20F,PM,10072018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,True,False,False
01H,AM,10122018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
32G,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08H,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
29B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
17B,PM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
13E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
36H,PM,10082018,Adult,Gray,True,False,True,False,True,True,True,False,False,False,True,False
19F,AM,10072018,Juvenile,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
36A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,False,True
37D,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
32F,PM,10082018,Adult,Gray,True,True,False,False,True,False,False,False,False,False,True,False
32C,AM,10142018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
11B,PM,10142018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,False
22H,PM,10072018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
02H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
06H,PM,10202018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
34A,AM,10122018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
30B,PM,10192018,Adult,Gray,True,False,True,True,True,False,False,False,False,False,False,True
19A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
33E,AM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
09I,AM,10142018,Adult,Cinnamon,False,False,True,False,True,False,False,False,False,False,True,False
09I,PM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
07B,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
09H,PM,10182018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
01D,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
10G,AM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
01F,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
36A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,True,False,False,True
14D,PM,10192018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
15G,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
16F,AM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,True,False,False
30B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
17F,PM,10202018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
22B,PM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,True,False
02C,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
21F,AM,10182018,Adult,Cinnamon,True,False,False,False,False,False,False,False,True,False,False,True
02C,AM,10102018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,True
35C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
32B,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
30B,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
19A,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08A,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
11D,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
18C,PM,10182018,Juvenile,Gray,True,False,False,False,True,False,False,False,False,False,False,False
16D,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,False,True
03B,AM,10102018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
33D,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,True,False
02A,PM,10192018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,True,False
02A,AM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,True,False,False,False
01B,AM,10122018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
22C,PM,10062018,Adult,Gray,True,False,False,False,False,False,True,False,False,False,False,False
16I,AM,10082018,Juvenile,Cinnamon,False,False,False,False,False,False,False,False,False,False,False,False
22C,PM,10062018,Juvenile,Gray,True,True,False,False,False,False,True,False,False,False,False,False
38E,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
10H,AM,10142018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
22G,AM,10182018,Adult,Gray,False,True,False,False,False,True,False,True,False,False,True,False
34H,PM,10062018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,False,False
30B,PM,10192018,Adult,Gray,False,True,False,True,True,False,False,False,True,False,False,True
13F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
12D,AM,10132018,Adult,Gray,False,False,False,False,False,False,False,True,False,False,False,True
02F,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
09H,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09E,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
08I,AM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
32I,AM,10132018,Adult,Cinnamon,False,False,True,False,True,False,False,True,False,False,True,False
13F,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
10G,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
08H,AM,10172018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
15B,AM,10142018,Juvenile,Gray,True,False,False,True,True,False,False,False,False,False,True,False
41D,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
06C,PM,10202018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
39H,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,True,True,True
07C,PM,10202018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
10F,PM,10192018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
32A,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
13E,PM,10082018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
36B,PM,10132018,Unknown,Gray,True,False,False,True,False,False,False,False,False,False,False,True
13E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
08B,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
30B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
05D,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
42D,PM,10132018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,True,False
01E,AM,10062018,Adult,Gray,False,False,True,False,True,False,False,False,True,False,True,False
14D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
15G,PM,10192018,Adult,Unknown,False,True,False,False,False,False,True,False,False,False,False,False
38E,AM,10102018,Adult,Cinnamon,False,True,False,False,False,False,False,True,False,False,False,False
40B,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
28C,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
38B,PM,10182018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
03E,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,True,False,False,False
14F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
15B,AM,10142018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,False
29B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,False
27I,PM,10202018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
06A,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,True,True,False,False,False
30I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,True
41C,AM,10172018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,True,False,False
33C,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
05B,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
23A,AM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
40C,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
31B,PM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,True
01A,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
33D,AM,10172018,Adult,Black,False,False,False,False,True,False,False,False,True,True,False,False
07E,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,True,False,True,False
03F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
08F,PM,10122018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
39G,AM,10182018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,True,False
39C,AM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
02G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
42E,PM,10122018,Juvenile,Gray,True,False,True,False,False,False,False,False,False,False,True,True
07B,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
11D,AM,10102018,Adult,Black,False,False,False,True,True,False,False,False,False,False,True,False
12F,PM,10072018,Adult,Cinnamon,False,False,True,True,True,False,False,False,False,False,True,False
14H,AM,10072018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,True,False
25I,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
17E,AM,10172018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
09G,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
41C,AM,10172018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
07B,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
17I,AM,10142018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,True,False,True
34A,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
38G,PM,10202018,Juvenile,Cinnamon,False,False,False,False,True,False,True,False,False,False,False,True
32F,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
06G,AM,10082018,Juvenile,Gray,True,False,True,False,False,False,False,False,True,False,False,True
11H,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
15F,AM,10072018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,False,False,True
32C,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
05B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
16D,PM,10102018,Adult,Gray,True,False,False,False,False,True,False,False,False,False,True,False
07G,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
12E,PM,10182018,Adult,Black,False,False,True,False,False,False,False,False,True,False,True,False
20C,PM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
01E,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
15H,PM,10082018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,True,False
23B,PM,10122018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,True
07H,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
13D,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
32F,PM,10082018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,False
05B,AM,10082018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
08D,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
36E,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
10A,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
37A,AM,10122018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
06C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
01B,AM,10122018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,True,False
34D,AM,10082018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,False
16E,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
35H,AM,10132018,Juvenile,Cinnamon,False,False,False,False,False,False,False,False,False,False,True,False
33E,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
01A,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
07H,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,True,False,True
37H,PM,10062018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,False,True
23F,PM,10132018,Adult,Gray,True,False,False,True,True,False,True,False,True,False,True,False
12H,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
24A,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
21H,PM,10182018,Juvenile,Gray,False,False,False,False,False,False,False,False,True,True,False,False
27I,AM,10072018,Unknown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False
17E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
35C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
37G,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
10D,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
12F,PM,10072018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,True
18A,AM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,True,False,False,True
36C,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
36F,AM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
16I,AM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
03H,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
14H,PM,10122018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
36C,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
04C,PM,10102018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
20B,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,False,True
03D,PM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
21G,AM,10142018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
06E,PM,10102018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
41G,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
02C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
03A,PM,10172018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,True,False,False
13D,PM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
16B,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
15H,PM,10082018,Adult,Cinnamon,False,True,False,False,False,False,True,True,False,False,False,False
40H,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
39I,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
25I,AM,10122018,Adult,Cinnamon,False,False,False,True,False,False,False,True,True,True,False,False
16B,PM,10172018,Adult,Gray,True,True,False,True,False,False,False,False,False,False,True,False
