Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
22F,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
04A,PM,10072018,Adult,Gray,True,False,True,True,True,False,False,False,True,False,True,False
14D,PM,10192018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
10C,AM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
33F,PM,10122018,Adult,Gray,False,False,True,True,True,False,False,False,True,False,False,False
11B,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
06B,PM,10172018,Adult,Gray,True,True,False,False,True,False,False,False,False,False,False,False
38D,AM,10172018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
13F,PM,10082018,Adult,Gray,True,False,False,True,True,True,False,False,True,False,False,False
16I,AM,10082018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
10F,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
20F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
35D,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
38F,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
05C,AM,10062018,Adult,Cinnamon,False,False,False,False,False,False,False,True,False,False,True,False
14I,PM,10182018,Juvenile,Gray,True,False,False,False,True,False,False,False,True,False,False,True
33B,PM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,True,False,False
11B,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
35B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
19H,PM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
15G,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
21D,PM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
04A,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
40D,AM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
37B,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
20B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
01F,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
03G,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
07I,PM,10132018,Adult,Black,False,False,True,False,False,False,False,False,True,False,False,False
16E,AM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
05F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
01B,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
01D,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
33E,AM,10142018,Adult,Black,False,False,False,False,False,False,False,False,False,False,True,False
39C,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
09C,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
18C,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14D,PM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,True
35A,AM,10142018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,True,False
16H,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
03F,AM,10062018,Juvenile,Cinnamon,False,False,False,False,True,False,False,True,False,False,True,False
05I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03I,PM,10132018,Adult,Black,False,False,False,True,True,False,False,False,False,False,True,False
12F,AM,10202018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,False,False
08H,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
06G,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
10E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
06I,PM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
33B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
30B,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
05I,PM,10082018,Adult,Black,True,False,False,False,False,False,False,False,False,False,False,False
02F,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
30H,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
04E,AM,10202018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,False,True
25I,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
35B,PM,10132018,Adult,Gray,True,False,True,False,False,True,False,False,False,False,False,True
21D,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09G,PM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
15C,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
11B,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
21B,AM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
02D,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37F,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,True,False,False,True,False
03I,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
20B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
09F,PM,10142018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
02A,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
04C,PM,10102018,Adult,Cinnamon,True,False,True,False,True,False,False,False,True,False,False,True
05G,PM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,True,False,False
03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
37B,AM,10182018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,False,True
01F,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
12F,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08H,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
32A,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
19E,PM,10182018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03D,AM,10062018,Adult,Cinnamon,True,False,True,True,True,False,False,True,False,False,False,True
03H,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
08A,AM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
10B,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,True,True,False,False
05A,PM,10102018,Adult,Cinnamon,False,False,False,True,True,False,False,False,True,False,False,False
38C,AM,10192018,Adult,Gray,False,False,True,False,False,True,False,True,False,False,True,False
08I,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
40C,PM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,True,False,False
06A,PM,10122018,Adult,Gray,False,True,False,False,True,False,False,True,False,False,True,False
07C,PM,10202018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
32E,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
32A,PM,10132018,?,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08I,PM,10132018,Adult,Cinnamon,False,False,True,True,True,False,False,False,False,False,False,True
14B,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
14D,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04D,AM,10122018,Adult,Gray,False,True,True,False,False,False,False,False,True,False,True,False
23A,AM,10182018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
34I,AM,10122018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
07C,PM,10202018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
10F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
32D,PM,10062018,Juvenile,Gray,True,False,True,True,False,False,False,False,True,False,False,True
04G,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
35B,PM,10132018,Juvenile,Unknown,False,False,False,True,False,False,False,False,True,False,True,False
19H,AM,10102018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,True
38I,AM,10192018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
31F,AM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
07H,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,True,False,False
42G,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
12E,PM,10182018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
21G,AM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
01F,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
05G,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
17E,AM,10172018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
36F,PM,10122018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
38C,PM,10142018,Adult,Gray,True,False,False,True,False,False,False,True,False,False,False,True
09D,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
05C,PM,10102018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
31E,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
11G,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
07H,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
15E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08D,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
07C,AM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
03D,PM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
23I,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
15I,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
09I,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,True
42H,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
04C,PM,10102018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
16D,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,True,False,False,False,True
05C,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
07I,PM,10132018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,True,False,False
15F,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
34C,PM,10122018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
39F,AM,10142018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,False
04B,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
31D,AM,10142018,Juvenile,Gray,True,False,False,True,True,False,False,False,True,False,True,False
06D,PM,10202018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
14E,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04C,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
39B,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08A,AM,10132018,Adult,Cinnamon,True,False,True,True,False,False,False,False,False,True,False,False
38F,AM,10182018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
07F,AM,10082018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
35I,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
29C,AM,10072018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,False
34A,AM,10122018,Adult,Gray,True,True,True,False,False,False,False,False,False,False,True,False
33E,AM,10142018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,True,False
37G,AM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
20E,AM,10142018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,False
15B,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
38C,AM,10192018,Juvenile,Gray,True,False,False,False,True,True,False,False,False,False,True,False
21B,PM,10172018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,False
41D,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
16A,PM,10192018,Unknown,Gray,False,False,True,False,False,False,False,False,False,False,False,False
08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
10F,PM,10192018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
32C,AM,10142018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
38A,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
07C,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
05D,AM,10202018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38F,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
35A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
36I,PM,10072018,Adult,Gray,True,True,False,False,True,False,False,False,True,True,True,False
03F,AM,10062018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True
35A,PM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,True,False,False,False,True
08B,PM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
03D,PM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
03E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09H,PM,10182018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
02H,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
36F,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
04A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03H,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
19C,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
15C,PM,10172018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
17A,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
02A,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38A,AM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,True,False
01E,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38F,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
01B,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
19A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31H,PM,10082018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,False
39D,PM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
02A,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,False,False
37E,AM,10132018,?,Unknown,False,False,False,False,False,True,False,False,False,False,False,False
08H,AM,10172018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
31B,PM,10072018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
42I,PM,10142018,Adult,Cinnamon,False,False,True,False,False,False,False,False,True,False,True,False
15D,PM,10172018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
13A,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
05F,AM,10072018,Adult,Gray,True,True,False,False,True,False,False,False,False,False,False,False
35C,PM,10132018,Unknown,Gray,False,False,True,False,True,True,True,True,True,False,True,False
02C,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
26I,PM,10102018,Adult,Gray,False,False,True,False,True,False,False,False,True,False,True,False
19C,PM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,True,False,False
20F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
04F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,True,False
05E,AM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
11B,PM,10142018,Unknown,Gray,True,False,False,True,True,False,False,False,False,False,False,False
36I,PM,10072018,Juvenile,Gray,True,True,False,False,False,False,False,False,True,False,False,False
01E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38C,PM,10142018,Adult,Gray,True,False,False,False,True,True,False,False,False,False,False,True
34A,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
16E,PM,10182018,Adult,Gray,False,False,False,False,True,True,False,False,False,False,True,False
17D,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
35C,PM,10132018,Unknown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False
14D,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
35A,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
32B,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
36I,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14B,AM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
42C,PM,10132018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,True
40E,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
15E,PM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
32D,PM,10062018,Juvenile,Gray,False,False,False,True,False,False,False,False,True,False,False,False
30E,PM,10082018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,False,False
15H,PM,10082018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
02H,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
12A,PM,10132018,Adult,Cinnamon,True,False,True,False,True,False,False,False,True,False,False,True
41I,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31D,AM,10142018,Unknown,Gray,False,False,True,False,False,False,False,False,False,False,False,True
20F,PM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,False,False
33D,AM,10172018,Adult,Black,False,False,True,False,False,True,True,False,False,False,True,True
16D,AM,10072018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
12G,AM,10122018,Adult,Gray,False,True,False,False,False,True,False,False,False,False,False,True
03E,PM,10082018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
05C,PM,10102018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
38B,AM,10192018,Juvenile,Gray,False,False,False,True,True,False,False,False,True,False,True,False
12F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09I,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
11H,AM,10102018,Unknown,Cinnamon,False,False,False,True,False,False,False,False,True,False,True,False
32C,AM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
33I,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
28D,AM,10122018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True
41A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
09B,AM,10102018,Unknown,Unknown,True,False,True,False,False,False,False,False,False,False,False,False
01I,PM,10122018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,True,False,False,True
41C,AM,10172018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
12E,AM,10172018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
33D,AM,10172018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
07F,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
35E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,False,False
38E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
03I,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
22B,PM,10142018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
10H,AM,10142018,Juvenile,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
04I,AM,10062018,Adult,Black,True,False,False,False,False,False,False,False,False,False,True,False
04B,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
14G,AM,10122018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,False,True
39F,AM,10142018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
38G,PM,10202018,Adult,Gray,False,True,False,False,True,False,True,True,False,False,True,False
12F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09I,AM,10142018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
22E,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,False
29D,AM,10142018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21B,PM,10172018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
07G,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
34H,PM,10062018,Unknown,Gray,False,False,False,True,False,False,False,False,True,False,False,False
03F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
28C,AM,10142018,Adult,Black,True,False,False,False,False,False,False,False,False,False,True,False
05C,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
23F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
08D,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
20C,PM,10182018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,True,False,False
29D,AM,10142018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
14E,PM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
15E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
03B,PM,10072018,Juvenile,Gray,True,False,True,True,False,False,False,False,True,False,True,True
02A,PM,10192018,?,Gray,True,False,False,False,False,False,False,False,False,False,False,False
09B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
02E,PM,10142018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True
16D,PM,10102018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
02G,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
32H,PM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,True,True,False,True
05A,AM,10062018,Juvenile,Gray,False,False,True,True,False,False,False,False,False,False,True,False
09A,AM,10132018,Adult,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
04H,PM,10062018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
13G,PM,10082018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
21F,AM,10182018,Adult,Cinnamon,True,False,False,False,False,False,False,False,True,False,False,True
15F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21C,AM,10142018,Adult,Unknown,False,False,True,False,False,False,False,True,False,False,True,False
32E,AM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
04H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09D,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
12E,PM,10182018,Juvenile,Cinnamon,True,False,True,False,False,True,False,True,False,False,False,True
37G,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
29C,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
41B,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
03F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
11H,AM,10102018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
01B,PM,10192018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
13E,PM,10082018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,True,False,True,False
38H,AM,10192018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
29H,PM,10062018,Adult,Gray,True,False,True,False,False,False,False,False,True,False,False,True
38C,PM,10142018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
13D,AM,10142018,Adult,Gray,False,True,False,True,True,False,False,False,False,False,True,False
11E,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
33B,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
07C,AM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
16E,AM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,True
35A,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
03F,AM,10062018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
32A,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
15H,AM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
34H,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
03F,PM,10132018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,False,True
02A,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,True,True,True,False
38A,PM,10132018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,True
11I,PM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,True
41E,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
35B,PM,10132018,Adult,Gray,True,False,True,False,False,True,False,False,False,False,False,True
05E,PM,10122018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
13D,PM,10182018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,False,True,False
14H,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
09B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
30B,PM,10192018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
32E,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
05B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
27I,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,True
41C,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
39E,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
05E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40B,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
