X,Y,Unique Squirrel ID,Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
-739.674.285.955.293,407.829.723.919.744,21C-PM-1006-01,21C,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,True,True,False,False,False
-739.706.105.896.967,407.698.124.821.507,7H-AM-1006-05,07H,AM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.738.033.257.473,407.711.846.894.166,7E-AM-1006-02,07E,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.568.802.149.818,407.972.399.133.816,39C-PM-1006-01,39C,PM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
-739.576.245.992.455,407.873.862.510.001,29H-PM-1006-01,29H,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-73.964.474.836.001,407.883.840.104.749,28C-PM-1006-01,28C,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,True,False,False,False,True
-739.787.180.870.736,407.715.877.863.274,5A-AM-1006-05,05A,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,False,True
-739.565.905.868.276,407.895.654.068.546,32H-PM-1006-01,32H,PM,10062018,Unknown,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.708.549.670.788,407.699.587.019.058,7H-PM-1006-04,07H,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.761.592.532.482,407.747.213.585.387,10A-AM-1006-04,10A,AM,10062018,Juvenile,Gray,False,False,False,False,False,False,False,False,True,False,False,False
-739.764.036.522.984,407.705.846.185.121,5C-AM-1006-05,05C,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.570.437.717.691,407.948.509.408.039,37E-PM-1006-03,37E,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.755.560.786.227,407.662.992.317.575,2F-AM-1006-05,02F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.664.711.607.022,40.787.896.428.768,26A-PM-1006-06,26A,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,True,False,False,False,False
-739.575.943.815.564,407.933.755.266.787,35E-PM-1006-07,35E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,True
-739.782.417.115.139,407.724.665.036.447,7A-AM-1006-01,07A,AM,10062018,Adult,Gray,False,False,False,False,True,False,True,False,True,False,False,False
-739.576.589.997.493,407.972.751.877.447,39C-PM-1006-02,39C,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.756.015.005.821,407.670.090.327.736,2F-AM-1006-01,02F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-73.957.219.204.335,407.931.529.059.779,35E-PM-1006-01,35E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.748.706.415.584,407.744.174.965.072,10B-AM-1006-02,10B,AM,10062018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.613.780.522.542,40.790.786.197.111,31D-PM-1006-04,31D,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.735.489.537.928,407.681.257.911.523,4G-AM-1006-02,04G,AM,10062018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.771.614.686.616,407.709.677.983.247,5C-AM-1006-02,05C,AM,10062018,Adult,Cinnamon,True,False,True,True,False,False,False,False,False,False,True,False
-739.770.824.412.252,407.709.961.309.457,5C-AM-1006-03,05C,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.772.576.561.244,407.679.895.093.963,3D-AM-1006-08,03D,AM,10062018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,True,False,False
-739.737.091.707.831,407.713.732.567.512,7E-AM-1006-03,07E,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-73.963.842.266.151,407.887.340.867.773,28C-PM-1006-02,28C,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.731.498.064.872,407.659.963.196.581,2H-AM-1006-02,02H,AM,10062018,Adult,Gray,False,True,True,False,False,False,False,False,False,True,False,False
-739.568.343.093.228,407.949.401.350.882,37E-PM-1006-04,37E,PM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.762.246.600.197,40.775.164.077.652,10A-AM-1006-03,10A,AM,10062018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
-739.773.317.054.464,407.684.035.996.758,3D-AM-1006-03,03D,AM,10062018,Juvenile,Cinnamon,True,False,True,False,False,False,False,False,False,True,False,False
-73.978.436.117.932,407.724.769.242.403,6A-AM-1006-06,06A,AM,10062018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
-739.712.876.234.172,407.695.885.530.701,7H-PM-1006-02,07H,PM,10062018,Adult,Gray,True,False,True,True,True,False,False,False,False,False,True,False
-739.560.679.864.426,407.947.887.062.326,37E-PM-1006-06,37E,PM,10062018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
-73.957.342.596.188,407.944.359.654.227,37E-PM-1006-09,37E,PM,10062018,Adult,Cinnamon,False,False,False,False,False,False,False,False,True,True,False,False
-739.578.779.556.574,407.934.116.539.732,35E-PM-1006-06,35E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-73.960.601.067.176,407.917.243.850.136,32D-PM-1006-09,32D,PM,10062018,Juvenile,Gray,False,False,False,True,False,False,False,False,True,True,False,False
-739.546.042.927.016,407.898.133.734.952,33I-PM-1006-07,33I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.699.843.570.636,407.729.480.440.312,10G-AM-1006-01,10G,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-7.395.448.101.115,407.954.469.678.857,39F-PM-1006-03,39F,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
-739.667.560.049.684,407.882.333.830.729,27A-PM-1006-01,27A,PM,10062018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.782.351.435.852,407.715.896.672.335,6A-AM-1006-03,06A,AM,10062018,Adult,Gray,False,True,False,True,False,False,False,True,True,False,False,False
-73.970.540.988.328,407.698.103.067.062,7H-AM-1006-06,07H,AM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.672.054.610.151,407.876.519.923.501,26A-PM-1006-05,26A,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
-739.571.407.991.577,407.931.917.396.406,35E-PM-1006-02,35E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.704.862.864.304,407.739.583.111.676,11F-PM-1006-02,11F,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.781.303.869.038,407.725.000.348.875,7A-AM-1006-02,07A,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
-739.606.817.053.484,407.917.320.450.401,32D-PM-1006-07,32D,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,True,False,False,True,False
-73.959.709.414.696,407.919.745.085.986,33D-PM-1006-03,33D,PM,10062018,Unknown,Black,True,False,False,True,False,False,False,False,True,False,False,True
-739.565.686.300.382,40.797.592.846.003,40C-PM-1006-03,40C,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.786.603.147.149,407.671.937.837.017,1D-AM-1006-09,01D,AM,10062018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,True,False
-739.669.366.401.071,407.836.023.897.982,22C-PM-1006-09,22C,PM,10062018,Adult,Gray,True,False,False,False,False,False,True,False,False,False,False,False
-739.573.604.880.421,407.930.844.158.021,35E-PM-1006-03,35E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.777.328.709.928,407.669.087.724.668,1D-AM-1006-02,01D,AM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,False,False
-739.702.963.056.917,407.697.928.730.791,7H-AM-1006-11,07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.701.335.162.984,407.722.051.011.357,10G-AM-1006-10,10G,AM,10062018,Adult,Gray,False,True,False,False,False,False,True,False,False,False,False,False
-739.753.140.640.445,407.734.037.805.101,9C-AM-1006-02,09C,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-73.959.514.034.869,40.789.911.786.416,31E-PM-1006-02,31E,PM,10062018,Adult,Gray,False,False,False,True,True,False,True,False,False,False,True,False
-739.752.793.195.744,407.733.960.128.931,9C-AM-1006-03,09C,AM,10062018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
-739.547.878.025.303,407.899.151.873.467,33I-PM-1006-05,33I,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.707.215.394.887,407.727.508.149.058,10G-AM-1006-05,10G,AM,10062018,Adult,Gray,False,True,False,False,False,True,False,False,False,False,False,False
-739.702.721.244.652,407.701.011.774.207,7H-AM-1006-15,07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.690.968.160.819,40.769.923.269.444,8I-AM-1006-08,08I,AM,10062018,Adult,Gray,False,False,False,False,False,True,True,False,False,False,False,False
-739.569.403.365.847,407.956.599.608.798,38D-PM-1006-01,38D,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-73.971.213.385.696,40.769.872.094.337,7H-AM-1006-04,07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.776.854.797.916,407.683.102.295.663,3D-AM-1006-04,03D,AM,10062018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
-739.568.305.513.017,407.974.086.631.267,40C-PM-1006-05,40C,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.598.340.783.572,407.915.857.030.295,33D-PM-1006-02,33D,PM,10062018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,True
-739.533.476.020.736,407.933.003.544.685,37H-PM-1006-02,37H,PM,10062018,Adult,Gray,True,False,True,False,True,True,False,False,False,False,False,True
-739.746.918.762.076,407.655.231.883.678,1G-AM-1006-02,01G,AM,10062018,Juvenile,Gray,False,False,True,False,True,False,False,False,True,False,True,False
-739.647.284.206.644,407.839.611.840.884,23E-PM-1006-01,23E,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.746.802.194.012,407.731.347.452.245,9C-PM-1006-01,09C,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
-739.547.423.290.276,407.899.702.628.835,33I-PM-1006-09,33I,PM,10062018,Adult,Black,False,False,False,False,True,False,False,False,True,False,True,False
-739.714.465.493.257,407.772.135.587.308,14C-PM-1006-02,14C,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
-739.570.086.212.285,407.946.679.755.816,37E-PM-1006-08,37E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.709.040.623.777,407.701.163.892.686,7H-PM-1006-03,07H,PM,10062018,Adult,Gray,True,False,True,False,False,False,False,True,False,False,True,False
-739.745.227.769.788,407.673.618.284.782,3F-AM-1006-09,03F,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.671.306.431.211,407.838.870.159.057,22C-PM-1006-05,22C,PM,10062018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-7.397.826.438.139,407.717.086.090.782,6A-AM-1006-04,06A,AM,10062018,Adult,Gray,False,True,False,False,True,False,False,False,True,False,False,False
-739.558.589.529.608,407.892.400.394.941,32H-PM-1006-02,32H,PM,10062018,Unknown,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.570.056.123.953,407.878.756.067.582,30I-PM-1006-02,30I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
-739.704.575.848.926,407.693.499.326.095,7H-PM-1006-09,07H,PM,10062018,Adult,Black,False,False,False,True,True,False,False,True,False,True,False,True
-739.766.440.589.836,407.682.390.282.581,3E-AM-1006-02,03E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,False,True
-739.706.903.740.547,407.726.873.760.687,10G-AM-1006-07,10G,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
-739.602.398.690.946,407.910.157.676.119,32D-PM-1006-04,32D,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
-73.958.417.813.526,407.927.301.214.476,34E-PM-1006-01,34E,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.759.830.650.957,407.683.034.739.069,3E-AM-1006-01,03E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-73.970.465.600.402,407.701.125.773.248,7H-PM-1006-05,07H,PM,10062018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,True
-739.691.261.755.936,407.702.929.428.604,8I-AM-1006-12,08I,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.736.169.886.655,407.714.942.196.257,7E-AM-1006-06,07E,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,True,False,False
-739.574.749.571.848,407.981.898.890.735,40C-PM-1006-08,40C,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.602.913.105.578,407.910.635.810.038,32D-PM-1006-03,32D,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
-739.607.280.801.601,407.901.506.706.248,31D-PM-1006-01,31D,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,True,False,False,False,True
-739.733.545.802.515,407.675.056.025.357,4G-AM-1006-04,04G,AM,10062018,Adult,Black,False,False,False,True,False,False,False,False,False,False,True,False
-739.725.712.588.741,407.669.101.832.926,4H-AM-1006-02,04H,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,True
-739.729.378.674.198,407.672.407.594.559,4H-AM-1006-04,04H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.563.203.089.105,407.906.275.357.726,33G-PM-1006-01,33G,PM,10062018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.773.079.154.219,407.696.506.688.861,4C-AM-1006-02,04C,AM,10062018,Juvenile,Gray,True,False,False,True,True,False,False,False,True,False,True,False
-739.783.185.278.595,407.724.861.675.504,7A-AM-1006-03,07A,AM,10062018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,True,False
-739.673.603.655.908,407.876.974.177.782,26A-PM-1006-03,26A,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.595.757.792.683,407.899.242.643.847,31E-PM-1006-01,31E,PM,10062018,Adult,Gray,False,False,False,False,True,False,True,False,False,False,True,False
-739.675.472.064.204,407.835.947.167.436,22C-PM-1006-06,22C,PM,10062018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
-739.725.157.534.356,407.658.376.729.234,2I-PM-1006-02,02I,PM,10062018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
-739.745.040.517.502,4.077.333.038.538,9C-PM-1006-06,09C,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.785.300.509.908,407.721.127.748.427,6A-AM-1006-07,06A,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
-739.580.105.174.865,407.974.468.322.692,39C-PM-1006-03,39C,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.595.645.962.539,407.899.599.350.145,31E-PM-1006-03,31E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-73.975.086.415.444,407.671.990.131.313,3F-AM-1006-01,03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.557.172.336.815,407.921.125.657.722,35G-PM-1006-01,35G,PM,10062018,Adult,Black,True,False,True,False,False,False,False,False,True,False,False,True
-739.746.933.852.572,40.773.313.866.931,9C-PM-1006-05,09C,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
-73.953.287.300.494,40.793.520.326.789,37H-PM-1006-04,37H,PM,10062018,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-739.551.524.422.379,407.910.535.596.756,34H-PM-1006-01,34H,PM,10062018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,False
-739.672.789.573.537,407.874.778.720.268,26A-PM-1006-02,26A,PM,10062018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.786.898.656.279,407.720.833.097.065,6A-AM-1006-08,06A,AM,10062018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,True,False
-739.760.801.742.337,407.674.218.954.729,3E-AM-1006-04,03E,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.698.959.071.826,407.716.763.799.299,9H-AM-1006-05,09H,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.666.195.118.963,407.839.216.739.357,22C-PM-1006-10,22C,PM,10062018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
-739.738.817.388.158,407.712.709.366.093,7E-AM-1006-01,07E,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.731.457.102.903,407.660.255.393.205,2H-AM-1006-03,02H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.704.591.091.677,407.729.175.143.429,10G-AM-1006-02,10G,AM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
-739.672.070.423.666,40.783.337.354.891,22C-PM-1006-02,22C,PM,10062018,Adult,Gray,True,False,False,False,False,False,True,False,False,False,False,False
-739.670.850.805.619,407.833.747.810.387,22C-PM-1006-01,22C,PM,10062018,Juvenile,Gray,True,True,False,False,False,False,True,False,False,False,False,False
-739.553.038.162.633,407.909.367.783.223,34H-PM-1006-04,34H,PM,10062018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.755.569.170.561,407.668.006.977.526,2F-AM-1006-03,02F,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.691.293.546.408,407.703.219.076.549,8I-AM-1006-11,08I,AM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.704.269.630.964,407.722.964.640.257,10G-AM-1006-09,10G,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
-739.772.569.909.673,407.664.804.797.448,1E-AM-1006-02,01E,AM,10062018,Adult,Gray,False,False,True,False,True,False,False,False,True,False,True,False
-739.758.564.394.842,407.674.758.942.811,3E-AM-1006-05,03E,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,True,False,False,False
-739.782.120.139.407,407.717.154.468.791,6A-AM-1006-05,06A,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,True,True,False,False,False
-739.564.606.426.367,407.880.546.572.608,30I-PM-1006-06,30I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,True
-739.770.985.425.092,407.665.926.744.505,1E-AM-1006-04,01E,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-7.397.055.600.791,407.698.499.183.436,7H-AM-1006-07,07H,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
-739.702.970.919.317,407.696.883.113.413,7H-PM-1006-08,07H,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,True,False,True
-739.530.739.562.131,407.932.034.409.546,37H-PM-1006-01,37H,PM,10062018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,False,True
-739.777.256.989.362,40.766.623.699.564,1E-AM-1006-03,01E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
-739.706.929.270.645,407.727.841.119.424,10G-AM-1006-06,10G,AM,10062018,Juvenile,Gray,False,True,False,False,False,True,False,False,False,False,False,False
-739.731.880.656.287,407.660.026.186.155,2H-AM-1006-01,02H,AM,10062018,Adult,Black,True,False,True,False,False,False,False,False,False,False,True,False
-739.782.813.538.421,407.715.730.368.712,6A-AM-1006-02,06A,AM,10062018,Adult,Gray,False,True,True,False,False,False,False,True,False,False,False,False
-739.762.965.341.309,40.775.112.516.678,10A-AM-1006-02,10A,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.763.159.153.138,407.705.785.330.431,5C-AM-1006-07,05C,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.693.202.078.293,40.771.043.472.925,9H-AM-1006-01,09H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.728.895.595.977,407.699.378.332.299,6F-AM-1006-01,06F,AM,10062018,Juvenile,Cinnamon,False,False,True,True,False,False,False,False,False,True,False,False
-739.790.822.606.486,407.714.466.633.386,5A-AM-1006-03,05A,AM,10062018,Juvenile,Cinnamon,False,False,True,True,False,False,False,True,False,False,False,True
-739.745.556.229.855,407.672.921.040.998,3F-AM-1006-07,03F,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.719.729.323.923,407.668.318.394.546,4I-AM-1006-03,04I,AM,10062018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-739.702.541.471.417,407.698.584.231.797,7H-AM-1006-12,07H,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.705.115.189.429,407.698.395.577.068,7H-AM-1006-08,07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.724.681.269.526,407.743.474.675.821,11D-PM-1006-03,11D,PM,10062018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,True,False,False
-739.704.024.529.864,407.729.256.063.889,10G-AM-1006-04,10G,AM,10062018,Juvenile,Gray,False,True,False,False,False,True,False,False,False,False,False,False
-739.603.302.382.958,407.910.100.435.196,32D-PM-1006-01,32D,PM,10062018,Adult,Gray,True,False,False,True,False,False,False,False,True,False,False,True
-739.569.324.958.684,407.877.748.374.259,30I-PM-1006-01,30I,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
-739.671.813.866.177,407.838.640.032.038,22C-PM-1006-04,22C,PM,10062018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.772.164.524.209,407.688.399.538.756,3D-AM-1006-06,03D,AM,10062018,Unknown,Gray,True,False,True,False,False,False,False,False,False,False,False,False
-73.957.134.662.576,407.872.395.604.122,30I-PM-1006-07,30I,PM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
-73.969.560.591.279,407.705.619.840.715,8I-AM-1006-09,08I,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
-739.581.326.554.206,407.918.074.743.129,34E-PM-1006-02,34E,PM,10062018,Juvenile,Black,False,False,False,True,False,False,False,False,True,False,False,True
-739.693.772.461.788,407.706.875.892.901,8I-AM-1006-03,08I,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.542.733.797.804,40.795.578.653.743,39F-PM-1006-02,39F,PM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
-73.956.737.220.098,40.797.580.989.255,40C-PM-1006-01,40C,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.669.762.657.479,407.835.913.293.646,22C-PM-1006-08,22C,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.697.160.572.446,407.711.445.570.446,9H-AM-1006-02,09H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.773.495.807.135,407.664.559.937.331,1E-AM-1006-05,01E,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.537.356.145.842,407.917.273.773.486,35I-PM-1006-02,35I,PM,10062018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
-739.706.533.131.129,40.768.902.033.819,6I-AM-1006-01,06I,AM,10062018,Adult,Gray,True,False,True,True,True,False,False,False,False,False,False,True
-739.748.669.205.206,407.743.879.232.016,10B-AM-1006-01,10B,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.715.621.134.573,407.695.918.717.513,7H-AM-1006-02,07H,AM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
-739.545.037.193.355,407.900.225.055.417,33I-PM-1006-04,33I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.532.074.573.139,407.934.669.464.908,37H-PM-1006-06,37H,PM,10062018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
-739.704.831.177.035,407.699.878.995.692,7H-AM-1006-10,07H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.545.807.749.923,407.900.507.537.649,33I-PM-1006-02,33I,PM,10062018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,True
-739.732.193.290.631,407.748.791.447.746,11D-PM-1006-01,11D,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.733.882.364.574,407.683.078.706.597,5G-AM-1006-01,05G,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-73.971.730.277.301,407.748.805.439.381,11D-PM-1006-05,11D,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
-739.673.103.881.521,407.874.267.409.618,26A-PM-1006-01,26A,PM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,True,False,False,False,True
-739.692.401.421.068,407.707.128.895.661,8I-AM-1006-04,08I,AM,10062018,Adult,Gray,True,False,False,False,True,False,False,True,False,False,True,False
-739.703.921.271.418,407.700.276.115.314,7H-PM-1006-06,07H,PM,10062018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,True,False
-73.960.876.728.048,4.079.035.724.537,31D-PM-1006-03,31D,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.777.978.497.894,407.668.620.784.309,1D-AM-1006-01,01D,AM,10062018,Juvenile,Gray,True,False,True,False,True,False,False,False,True,False,False,False
-739.784.942.525.972,407.672.600.003.683,1D-AM-1006-06,01D,AM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.746.238.280.116,407.671.491.962.844,3F-AM-1006-06,03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.705.331.808.443,407.699.943.571.296,7H-AM-1006-09,07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.703.169.373.939,407.700.658.823.854,7H-AM-1006-13,07H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-7.397.157.754.108,407.776.249.963.967,14C-PM-1006-01,14C,PM,10062018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,False,True
-739.714.150.090.362,407.774.976.423.922,14C-PM-1006-03,14C,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
-739.693.209.851.947,407.707.450.042.769,8I-AM-1006-01,08I,AM,10062018,Adult,Gray,True,True,False,False,False,True,False,False,False,False,True,False
-739.567.062.023.419,40.797.482.865.196,40C-PM-1006-02,40C,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
