X,Y,Unique Squirrel ID,Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
-739.685.227.310.735,40.776.599.466.588,15F-AM-1007-02,15F,AM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
-739.581.982.486.469,407.992.194.575.293,41A-PM-1007-03,41A,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,True,False,False,False
-739.708.364.583.591,407.723.691.587.433,10F-AM-1007-01,10F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,True,False,False,False,False
-739.706.360.005.275,407.717.074.044.466,9G-PM-1007-05,09G,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
-739.783.366.903.829,407.668.300.056.094,1D-PM-1007-03,01D,PM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.646.597.452.128,407.827.698.220.703,22F-AM-1007-07,22F,AM,10072018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,True,False,False,False
-739.543.323.786.888,407.943.086.530.436,37G-PM-1007-03,37G,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.530.263.552.489,407.920.949.788.358,36I-PM-1007-05,36I,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.540.908.513.075,40.794.201.225.045,37G-PM-1007-04,37G,PM,10072018,Unknown,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.671.549.566.066,407.751.342.870.705,14H-AM-1007-01,14H,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.629.420.113.622,40.789.133.072.717,29C-AM-1007-03,29C,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.688.466.874.605,407.737.911.559.867,12G-PM-1007-05,12G,PM,10072018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.556.937.218.252,407.990.928.062.435,42C-AM-1007-04,42C,AM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.596.375.907.038,407.907.347.708.353,32E-AM-1007-05,32E,AM,10072018,Adult,Black,False,False,True,False,False,False,False,False,False,False,True,False
-739.539.400.028.236,4.079.800.412.717,41E-AM-1007-02,41E,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.638.298.997.554,407.825.966.332.367,22F-AM-1007-03,22F,AM,10072018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
-739.779.811.967.788,407.675.178.797.546,2D-AM-1007-01,02D,AM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
-739.658.181.813.014,407.798.160.637.561,19F-AM-1007-01,19F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.698.032.734.704,407.782.343.912.417,16D-AM-1007-02,16D,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.592.819.491.968,407.941.062.008.626,35C-AM-1007-06,35C,AM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-739.691.585.756.191,40.776.340.465.695,14F-AM-1007-03,14F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.718.262.034.469,407.666.771.797.442,4I-PM-1007-02,04I,PM,10072018,Adult,Black,False,True,False,False,False,False,False,False,False,False,False,False
-739.745.953.710.328,407.728.284.025.195,8D-AM-1007-07,08D,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.689.627.791,40.776.062.004.359,14F-AM-1007-06,14F,AM,10072018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.634.563.222.926,40.780.992.836.417,21G-PM-1007-04,21G,PM,10072018,Unknown,Gray,False,False,False,True,False,False,False,True,False,False,False,True
-739.764.397.550.289,407.737.004.557.104,8B-AM-1007-01,08B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-739.790.214.253.443,407.686.791.169.776,3B-PM-1007-10,03B,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.699.672.074.164,407.774.389.345.748,15D-AM-1007-07,15D,AM,10072018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,True,False
-73.955.516.031.113,407.923.188.156.277,35G-AM-1007-01,35G,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.675.023.138.703,407.872.554.700.995,25A-PM-1007-01,25A,PM,10072018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
-739.582.523.503.306,407.996.897.499.473,41A-PM-1007-05,41A,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
-739.529.413.156.461,407.920.963.446.605,36I-PM-1007-06,36I,PM,10072018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
-739.682.144.039.334,407.773.070.675.393,15F-AM-1007-08,15F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.743.342.303.548,407.727.742.948.332,8D-AM-1007-08,08D,AM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.540.022.445.432,407.979.409.854.977,41E-AM-1007-01,41E,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.587.712.679.442,407.944.502.501.428,36D-PM-1007-02,36D,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,True,False
-739.692.190.295.442,407.763.366.309.154,14F-AM-1007-02,14F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.736.165.917.399,407.724.543.901.497,8D-AM-1007-04,08D,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
-739.642.288.873.015,407.820.439.983.567,22F-AM-1007-06,22F,AM,10072018,Adult,Cinnamon,False,False,True,True,False,False,False,False,False,True,False,False
-739.629.383.420.274,407.889.383.725.489,29C-AM-1007-02,29C,AM,10072018,Adult,Black,True,False,True,False,False,False,True,False,False,False,False,True
-739.737.872.335.563,407.726.586.835.985,8D-PM-1007-01,08D,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.611.368.390.233,407.815.619.053.395,22I-AM-1007-02,22I,AM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
-739.675.198.230.918,40.778.631.094.685,17F-AM-1007-02,17F,AM,10072018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
-739.702.228.131.711,407.742.131.587.983,12F-PM-1007-12,12F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.531.013.359.625,407.921.223.556.535,36I-PM-1007-04,36I,PM,10072018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
-73.958.024.711.869,407.938.724.278.575,36D-PM-1007-01,36D,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.680.833.729.772,407.741.871.025.115,12H-PM-1007-08,12H,PM,10072018,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
-739.637.279.711.853,407.905.198.502.307,30B-AM-1007-09,30B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.596.006.938.677,407.834.706.440.535,25I-PM-1007-07,25I,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-73.967.042.958.599,407.784.370.719.371,17F-AM-1007-05,17F,AM,10072018,Juvenile,Cinnamon,True,False,False,True,False,False,False,True,False,False,True,False
-739.772.053.786.965,407.663.906.573.332,1E-PM-1007-02,01E,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.684.758.245.091,407.858.531.619.022,24A-PM-1007-02,24A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.706.323.458.769,407.713.196.034.265,9G-PM-1007-03,09G,PM,10072018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,False,True,False
-739.533.923.917.973,407.961.701.874.769,40G-AM-1007-01,40G,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
-739.654.093.844.049,407.806.896.368.469,20F-PM-1007-09,20F,PM,10072018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,True,False,False
-739.637.415.893.182,407.898.140.363.534,29B-AM-1007-01,29B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.658.443.548.822,407.796.704.898.979,19F-AM-1007-03,19F,AM,10072018,Juvenile,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
-739.623.922.773.932,407.814.944.428.327,22H-PM-1007-04,22H,PM,10072018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
-73.978.392.591.149,407.668.993.398.193,1D-PM-1007-04,01D,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.740.381.194.088,407.675.912.588.173,4G-PM-1007-01,04G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.641.552.070.803,407.908.479.527.923,30B-AM-1007-05,30B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.703.149.829.421,407.785.583.630.323,16D-AM-1007-01,16D,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,False,True
-739.689.723.590.015,407.756.860.990.338,13F-AM-1007-01,13F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.632.868.561.794,407.907.806.312.915,30B-AM-1007-06,30B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.693.254.080.548,407.761.600.327.118,14F-AM-1007-01,14F,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.647.891.228.606,40.789.853.066.039,29B-AM-1007-02,29B,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,False
-739.613.747.032.702,407.920.483.852.431,33C-PM-1007-01,33C,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
-739.632.337.134.707,407.914.682.370.734,31B-PM-1007-01,31B,PM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,True
-739.811.078.442.462,40.767.515.940.567,1A-AM-1007-04,01A,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.750.346.778.281,407.665.404.404.824,2G-PM-1007-01,02G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.695.305.996.721,407.745.386.896.959,12F-PM-1007-02,12F,PM,10072018,Adult,Cinnamon,False,False,True,True,True,False,False,False,False,False,True,False
-7.396.660.639.702,407.756.655.031.741,14H-AM-1007-03,14H,AM,10072018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.595.485.734.618,407.835.326.425.693,25I-PM-1007-08,25I,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.703.774.000.082,407.717.607.551.555,9G-AM-1007-01,09G,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.680.855.277.775,407.769.251.965.381,15F-AM-1007-10,15F,AM,10072018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,False,False,True
-739.735.547.926.323,407.723.420.076.108,8D-AM-1007-02,08D,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.761.527.947.483,407.709.607.002.539,6C-AM-1007-06,06C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.678.154.033.099,407.742.783.484.486,12H-PM-1007-01,12H,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.676.434.256.976,407.862.336.624.448,24A-PM-1007-04,24A,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.583.934.264.026,407.854.742.185.504,27I-AM-1007-02,27I,AM,10072018,Unknown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False
-739.545.214.613.307,407.943.801.121.036,37G-PM-1007-01,37G,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
-739.693.465.383.617,407.744.996.336.934,12F-PM-1007-01,12F,PM,10072018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,True
-739.700.186.001.049,407.826.052.184.658,20B-AM-1007-03,20B,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,False,True
-739.779.874.405.715,407.730.765.377.366,7A-PM-1007-02,07A,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.570.391.901.515,407.930.697.207.834,35F-AM-1007-01,35F,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
-739.728.069.355.821,407.794.458.131.748,15A-AM-1007-01,15A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.634.811.495.245,40.790.705.585.077,30B-AM-1007-10,30B,AM,10072018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,True
-739.636.971.843.665,407.825.638.537.362,22F-AM-1007-04,22F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.594.708.328.732,40.791.192.982.895,32E-AM-1007-07,32E,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.662.804.925.774,407.890.284.642.399,28A-PM-1007-01,28A,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.707.245.013.626,407.780.656.588.337,15D-AM-1007-06,15D,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.764.850.086.767,407.737.340.720.562,8B-AM-1007-07,08B,AM,10072018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.779.983.794.849,407.675.452.099.173,2D-AM-1007-02,02D,AM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
-739.729.090.336.637,407.794.340.052.503,15A-AM-1007-02,15A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.565.260.889.843,407.991.807.924.337,42C-AM-1007-03,42C,AM,10072018,Unknown,Unknown,False,False,False,False,False,False,True,False,False,False,False,False
-739.543.044.385.367,407.984.498.571.338,41E-AM-1007-04,41E,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.595.717.225.279,407.829.872.498.299,25I-PM-1007-03,25I,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-73.964.280.573.021,40.777.830.911.491,18I-PM-1007-08,18I,PM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,True,False
-739.552.146.665.714,407.892.909.102.377,32I-PM-1007-03,32I,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.565.197.137.317,407.986.011.403.785,41C-PM-1007-01,41C,PM,10072018,Adult,Black,True,False,False,True,False,False,False,False,False,False,False,True
-739.694.169.352.433,407.744.408.293.858,12G-PM-1007-03,12G,PM,10072018,Unknown,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.595.955.824.812,407.933.047.943.534,34D-PM-1007-01,34D,PM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,True,False,False,True
-739.699.285.688.296,407.774.474.015.189,15D-AM-1007-08,15D,AM,10072018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,True,False
-73.954.554.245.377,407.983.935.730.557,41E-AM-1007-05,41E,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
-739.775.278.847.897,407.687.881.061.059,3C-AM-1007-02,03C,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.747.288.122.551,407.659.918.747.507,2G-PM-1007-03,02G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.765.758.043.111,407.713.803.154.032,6C-AM-1007-03,06C,AM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
-739.662.063.642.345,407.890.778.665.307,28A-PM-1007-04,28A,PM,10072018,Adult,Gray,False,False,False,False,False,True,False,False,True,False,False,False
-739.685.709.455.958,407.744.877.026.506,12G-PM-1007-07,12G,PM,10072018,Juvenile,Unknown,False,False,False,True,False,False,False,False,False,False,False,False
-739.602.808.042.376,407.906.130.788.763,32E-AM-1007-14,32E,AM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
-739.700.666.654.946,407.742.857.042.581,12F-PM-1007-08,12F,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
-739.704.778.551.644,407.783.119.113.627,15D-AM-1007-05,15D,AM,10072018,Adult,Unknown,False,False,False,False,False,False,False,False,False,False,False,False
-73.973.230.162.241,407.689.824.531.444,5F-AM-1007-01,05F,AM,10072018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,False
-739.810.032.206.428,407.681.625.634.979,1A-AM-1007-01,01A,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-739.673.924.060.436,407.788.781.851.716,17F-AM-1007-03,17F,AM,10072018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
-739.595.022.290.348,407.831.151.330.074,25I-PM-1007-02,25I,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,True,False,False,True
-739.586.252.875.856,407.852.027.586.217,27I-AM-1007-03,27I,AM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
-739.601.918.930.677,407.944.134.683.406,35C-AM-1007-01,35C,AM,10072018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.775.238.847.836,407.675.792.683.587,2D-AM-1007-05,02D,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.641.989.914.569,40.789.081.044.511,28B-AM-1007-01,28B,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.697.744.662.785,407.755.950.428.973,13F-AM-1007-04,13F,AM,10072018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
-739.651.177.657.676,407.812.408.103.825,20F-PM-1007-05,20F,PM,10072018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,True
-739.525.752.408.169,407.954.915.417.553,39H-AM-1007-03,39H,AM,10072018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,False,False
-739.735.137.178.369,40.769.109.895.294,5F-AM-1007-06,05F,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.765.064.169.087,407.737.211.426.714,8B-AM-1007-06,08B,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.769.969.548.024,407.710.711.265.211,6C-AM-1007-01,06C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,False,False
-739.662.409.997.642,407.891.042.935.432,28A-PM-1007-03,28A,PM,10072018,Adult,Cinnamon,False,True,False,True,True,False,False,False,False,False,True,False
-739.642.111.283.068,407.777.713.985.327,18I-PM-1007-07,18I,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-73.976.422.624.924,407.735.818.387.346,8B-AM-1007-08,08B,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.597.462.612.063,407.832.801.145.306,25I-PM-1007-06,25I,PM,10072018,Unknown,Unknown,False,False,False,False,False,False,True,False,False,False,False,False
-739.587.072.763.996,407.850.256.219.415,27I-AM-1007-01,27I,AM,10072018,Adult,Cinnamon,False,False,True,True,False,False,False,False,False,False,False,True
-73.974.084.681.071,407.728.197.139.621,8D-AM-1007-06,08D,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.662.864.884.789,407.891.062.338.302,28A-PM-1007-02,28A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.595.613.548.804,407.838.057.527.338,25I-PM-1007-04,25I,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-73.965.390.623.703,407.807.731.363.782,20F-PM-1007-08,20F,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
-739.610.388.059.192,4.079.395.293.584,34B-PM-1007-01,34B,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.770.508.584.979,407.710.769.301.257,6C-AM-1007-02,06C,AM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-739.639.024.988.123,407.776.953.065.849,18I-PM-1007-01,18I,PM,10072018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,False
-739.746.049.088.475,407.728.776.887.397,8C-AM-1007-01,08C,AM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
-739.642.666.013.207,407.810.384.867.375,21G-PM-1007-03,21G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
-739.744.555.348.544,407.728.498.106.357,8D-PM-1007-03,08D,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
-739.737.060.043.988,407.725.660.224.983,8D-AM-1007-05,08D,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.527.196.716.568,40.792.363.826.828,36I-PM-1007-11,36I,PM,10072018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True
-739.747.060.143.742,407.728.528.164.878,8C-AM-1007-02,08C,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.795.585.338.537,40.768.895.893.226,3B-PM-1007-08,03B,PM,10072018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-73.969.347.812.694,407.744.098.063.421,12G-PM-1007-02,12G,PM,10072018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,False
-739.766.342.125.035,407.715.437.147.052,6C-AM-1007-08,06C,AM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-739.736.016.229.655,407.723.781.376.714,8D-AM-1007-03,08D,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.800.499.498.034,407.702.181.099.573,4A-PM-1007-05,04A,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,True,False,True,False
-739.746.934.810.667,407.659.431.884.158,2G-PM-1007-02,02G,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,True,False
-739.611.399.573.659,40.781.130.706.026,22I-AM-1007-01,22I,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.777.497.645.834,407.677.344.709.178,2D-AM-1007-04,02D,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.638.167.248.251,407.776.485.679.354,18I-PM-1007-03,18I,PM,10072018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
-739.637.824.756.607,407.904.737.110.761,30B-AM-1007-08,30B,AM,10072018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,False
-739.631.392.113.757,407.914.635.635.784,31B-PM-1007-02,31B,PM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,True
-739.701.634.768.603,407.778.691.433.218,15D-AM-1007-03,15D,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
-7.397.977.158.132,407.706.273.151.066,4A-AM-1007-01,04A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.795.492.724.533,407.709.497.471.738,4A-AM-1007-02,04A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.692.472.299.565,407.722.592.187.215,10H-PM-1007-01,10H,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.765.046.109.019,407.736.674.124.746,8B-AM-1007-04,08B,AM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
-739.796.142.848.349,407.702.117.898.305,4A-PM-1007-04,04A,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-73.967.975.586.222,407.735.683.044.313,12H-PM-1007-07,12H,PM,10072018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.684.806.250.183,407.858.776.210.151,24A-PM-1007-03,24A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.597.072.533.787,407.905.581.853.786,32E-AM-1007-12,32E,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
-739.765.355.395.622,407.735.653.237.366,8B-AM-1007-03,08B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-73.980.777.106.431,407.681.635.726.316,1A-AM-1007-02,01A,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-739.698.870.647.042,407.826.510.985.538,20B-AM-1007-02,20B,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,True,True,True,False,False
-739.707.542.189.896,407.717.032.986.885,9G-PM-1007-04,09G,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.710.288.101.006,407.715.777.109.992,9G-PM-1007-01,09G,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.635.412.640.983,407.902.529.354.639,30B-AM-1007-11,30B,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.685.940.262.068,40.776.932.102.013,15F-AM-1007-07,15F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.782.283.921.819,407.667.932.602.077,1D-PM-1007-02,01D,PM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.623.621.412.501,407.814.673.556.041,22H-PM-1007-03,22H,PM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
-739.742.010.726.136,40.769.150.169.929,5F-AM-1007-03,05F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.681.146.830.162,407.736.772.279.412,12H-PM-1007-06,12H,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.764.851.231.754,407.715.736.862.861,6C-AM-1007-07,06C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,True
-739.694.344.956.258,407.742.869.276.902,12G-PM-1007-01,12G,PM,10072018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,False
-739.527.430.510.248,407.924.807.950.552,36I-PM-1007-12,36I,PM,10072018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.701.926.736.281,407.778.587.687.376,15D-AM-1007-02,15D,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.586.184.232.889,407.993.153.832.942,41A-PM-1007-02,41A,PM,10072018,Adult,Black,False,False,True,False,False,False,False,False,False,False,False,False
-739.764.314.091.366,407.736.458.057.952,8B-AM-1007-02,08B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.700.066.659.086,407.744.028.820.163,12F-PM-1007-13,12F,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.699.876.501.742,407.742.482.676.758,12F-PM-1007-06,12F,PM,10072018,Adult,Gray,True,True,False,False,True,False,False,True,False,False,True,False
-739.588.714.413.332,407.895.787.115.444,31F-PM-1007-03,31F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
-739.637.440.847.107,407.891.427.419.372,29C-AM-1007-04,29C,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.581.389.870.644,407.993.081.122.523,41A-PM-1007-04,41A,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
