Hectare;Shift;Date;Age;Primary Fur Color;Running;Chasing;Climbing;Eating;Foraging;Kuks;Quaas;Tail flags;Tail twitches;Approaches;Indifferent;Runs from;Hectare Conditions;Number of Squirrels;Weather;Dogs
09B;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09B;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;1.0;56.0;1.0
09B;PM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;56.0;1.0
09F;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;8.0;72.0;1.0
09F;AM;10132018;Adult;Black;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;8.0;72.0;1.0
09F;AM;10132018;Adult;Black;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;8.0;72.0;1.0
09F;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;8.0;72.0;1.0
10C;PM;10132018;Unknown;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;3.0;48.0;1.0
10C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;Calm;3.0;48.0;1.0
10C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Calm;3.0;48.0;1.0
10C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;3.0;48.0;1.0
10I;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;5.0;49.0;1.0
11A;PM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;66.0;1.0
11A;PM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;66.0;1.0
11A;PM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Busy;0.0;66.0;1.0
11A;PM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;66.0;1.0
11A;PM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;66.0;1.0
11E;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;13.0;52.0;0.0
11E;AM;10132018;Adult;Black;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;13.0;52.0;0.0
11E;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;13.0;52.0;0.0
11E;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;13.0;52.0;0.0
11F;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;4.0;73.0;1.0
11F;AM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;4.0;73.0;1.0
11F;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;4.0;73.0;1.0
11G;PM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;9.0;80.0;1.0
11G;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;80.0;1.0
11H;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;46.0;1.0
11H;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;46.0;1.0
11H;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Calm;0.0;46.0;1.0
11H;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;46.0;1.0
12A;PM;10132018;Unknown;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;3.0;67.0;0.0
12A;PM;10132018;Unknown;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;3.0;67.0;0.0
12A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;3.0;67.0;0.0
12A;PM;10132018;Adult;Cinnamon;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;3.0;67.0;0.0
12C;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;70.0;1.0
12C;AM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;70.0;1.0
12C;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;70.0;1.0
12D;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Busy;16.0;60.0;1.0
12D;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;16.0;60.0;1.0
12I;AM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Calm, Busy;1.0;52.0;0.0
13H;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;7.0;58.0;1.0
14G;PM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;3.0;60.0;1.0
14I;AM;10132018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;66.0;0.0
15E;AM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;1.0;62.0;1.0
15E;AM;10132018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;1.0;62.0;1.0
15E;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;1.0;62.0;1.0
15E;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;1.0;62.0;1.0
15H;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;47.6;1.0
15H;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;47.6;1.0
15H;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;47.6;1.0
16A;AM;10132018;Adult;Black;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Calm;0.0;58.0;1.0
16A;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;0.0;58.0;1.0
16F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
16F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
16F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
16F;PM;10132018;Juvenile;Gray;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
16F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
16F;PM;10132018;Adult;Gray;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;3.0;68.0;0.0
17A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;63.0;0.0
17A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;63.0;0.0
17A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;63.0;0.0
17C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;10.0;52.1;1.0
17C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;10.0;52.1;1.0
17C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;10.0;52.1;1.0
17C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;10.0;52.1;1.0
17C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;10.0;52.1;1.0
18G;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;0.0;44.0;1.0
18G;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm, Busy;0.0;44.0;1.0
18G;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;0.0;44.0;1.0
18G;PM;10132018;Adult;Gray;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;0.0;44.0;1.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;7.0;61.0;0.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;7.0;61.0;0.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;7.0;61.0;0.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;7.0;61.0;0.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;7.0;61.0;0.0
19A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;7.0;61.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;44.0;0.0
20B;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;44.0;0.0
20G;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;1.0;45.0;1.0
20G;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Busy;1.0;45.0;1.0
20G;PM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;1.0;45.0;1.0
22B;AM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;1.0;78.0;1.0
22B;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;1.0;78.0;1.0
22B;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;1.0;78.0;1.0
22B;AM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;78.0;1.0
22B;AM;10132018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;78.0;1.0
22C;AM;10132018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;3.0;59.0;1.0
22C;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;3.0;59.0;1.0
22C;AM;10132018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Busy;3.0;59.0;1.0
23D;AM;10132018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;0.0;80.0;1.0
23F;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;30.0;1.0
23F;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;0.0;30.0;1.0
23F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;30.0;1.0
23F;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;30.0;1.0
24B;AM;10132018;Unknown;Gray;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Calm;1.0;49.0;1.0
25A;AM;10132018;Unknown;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;5.0;74.2;1.0
25A;AM;10132018;Unknown;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Calm;5.0;74.2;1.0
25A;AM;10132018;Unknown;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;5.0;74.2;1.0
25A;AM;10132018;Unknown;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;Calm;5.0;74.2;1.0
25A;AM;10132018;Unknown;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;5.0;74.2;1.0
28I;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;4.0;78.0;1.0
29A;AM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;3.0;65.0;0.0
31F;AM;10132018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;49.0;1.0
32A;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;?;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32A;PM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm, Busy;4.0;50.0;0.0
32C;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Juvenile;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32C;PM;10132018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;1.0
32D;AM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Busy;7.0;61.0;0.0
32D;AM;10132018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;7.0;61.0;0.0
32D;AM;10132018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;Busy;7.0;61.0;0.0
32D;AM;10132018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;7.0;61.0;0.0
32D;AM;10132018;Adult;Gray;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;7.0;61.0;0.0
